2025-11-03 10:02:39 | 세션 시작: session_032
2025-11-03 10:02:39 | 폴더 경로: experiments/20251103/20251103_100239_session_032
2025-11-03 10:02:39 | ============================================================
2025-11-03 10:02:39 | 전체 데이터 파이프라인 실행
2025-11-03 10:02:39 | ============================================================
2025-11-03 10:02:39 | ============================================================
2025-11-03 10:02:39 | Phase 1: arXiv 논문 수집
2025-11-03 10:02:39 | ============================================================
2025-11-03 10:02:52 | ======================================================================
2025-11-03 10:02:52 | arXiv 논문 수집 시작
2025-11-03 10:02:52 | ======================================================================
2025-11-03 10:02:52 | 2025-11-03 10:02:50 | 이미 존재: 2006.15599v1.pdf
2025-11-03 10:02:52 | 2025-11-03 10:02:50 | 이미 존재: 0805.2590v2.pdf
2025-11-03 10:02:52 | 2025-11-03 10:02:50 | 이미 존재: 1911.04065v2.pdf
2025-11-03 10:02:52 | 2025-11-03 10:02:50 | 이미 존재: 2105.08956v1.pdf
2025-11-03 10:02:52 | 2025-11-03 10:02:50 | 키워드 수집 시작: AI agent
2025-11-03 10:02:52 | 2025-11-03 10:02:50 | 검색 시작: query=AI agent, max_results=15
2025-11-03 10:02:52 | 2025-11-03 10:02:52 | 이미 존재: 2507.01376v1.pdf
2025-11-03 10:02:52 | 2025-11-03 10:02:52 | 이미 존재: 2502.18359v1.pdf
2025-11-03 10:02:52 | 2025-11-03 10:02:52 | 이미 존재: 2506.01463v1.pdf
2025-11-03 10:02:52 | 2025-11-03 10:02:52 | 이미 존재: 2509.20731v1.pdf
2025-11-03 10:02:52 | 2025-11-03 10:02:52 | 이미 존재: 2403.15137v1.pdf
2025-11-03 10:02:52 | 2025-11-03 10:02:52 | 이미 존재: 2505.10468v5.pdf
2025-11-03 10:02:52 | 2025-11-03 10:02:52 | 이미 존재: 2502.08864v1.pdf
2025-11-03 10:02:52 | 2025-11-03 10:02:52 | 이미 존재: 2406.00477v1.pdf
2025-11-03 10:02:52 | 2025-11-03 10:02:52 | 이미 존재: 2504.18875v1.pdf
2025-11-03 10:02:52 | 2025-11-03 10:02:52 | 이미 존재: 2412.05450v1.pdf
2025-11-03 10:02:52 | 2025-11-03 10:02:52 | 이미 존재: 2405.06643v2.pdf
2025-11-03 10:02:52 | 2025-11-03 10:02:52 | 이미 존재: 2506.04133v4.pdf
2025-11-03 10:02:52 | 2025-11-03 10:02:52 | 이미 존재: 2212.13371v1.pdf
2025-11-03 10:02:52 | 2025-11-03 10:02:52 | 이미 존재: 2410.15650v1.pdf
2025-11-03 10:02:52 | 2025-11-03 10:02:52 | 이미 존재: 2301.02330v1.pdf
2025-11-03 10:02:52 | 2025-11-03 10:02:52 | 총 수집: 105편 → 중복 제거: 105편
2025-11-03 10:02:52 | 2025-11-03 10:02:52 | 총 105편의 논문 수집 완료
2025-11-03 10:02:52 | 2025-11-03 10:02:52 | 메타데이터 저장 완료: /home/ieyeppo/AI_Lab/langchain-project/data/raw/arxiv_papers_metadata.json
2025-11-03 10:02:52 | 2025-11-03 10:02:52 | ==================================================
2025-11-03 10:02:52 | 2025-11-03 10:02:52 | 실험 종료
2025-11-03 10:02:52 | 2025-11-03 10:02:52 | ==================================================
2025-11-03 10:02:52 | 2025-11-03 10:02:52 | 빈 폴더 15개 삭제 완료
2025-11-03 10:02:52 | ======================================================================
2025-11-03 10:02:52 | ✅ arXiv 논문 수집 완료
2025-11-03 10:02:52 | ======================================================================
2025-11-03 10:02:52 | ✅ Phase 1: arXiv 논문 수집 완료
2025-11-03 10:02:52 | ============================================================
2025-11-03 10:02:52 | Phase 2: PostgreSQL 데이터베이스 초기화
2025-11-03 10:02:52 | ============================================================
2025-11-03 10:02:52 | Schema created and committed.
2025-11-03 10:02:52 | Glossary seed data inserted (3 terms).
2025-11-03 10:02:52 | Inserted 0 papers into database.
2025-11-03 10:02:52 | Data insertion completed.
2025-11-03 10:02:52 | Saved arxiv_id→paper_id mapping: /home/ieyeppo/AI_Lab/langchain-project/data/processed/paper_id_mapping.json (105개)
2025-11-03 10:02:52 | Database setup completed (tables, indexes, glossary seed, id mapping).
2025-11-03 10:02:52 | ✅ Phase 2: PostgreSQL 데이터베이스 초기화 완료
2025-11-03 10:02:52 | ============================================================
2025-11-03 10:02:52 | Phase 3: PDF 문서 로드 및 청크 분할
2025-11-03 10:02:52 | ============================================================
2025-11-03 10:03:32 | ============================================================
2025-11-03 10:03:32 | PDF 문서 로드 및 청크 분할
2025-11-03 10:03:32 | ============================================================
2025-11-03 10:03:32 | PDF 디렉토리: /home/ieyeppo/AI_Lab/langchain-project/data/raw/pdfs
2025-11-03 10:03:32 | 메타데이터: /home/ieyeppo/AI_Lab/langchain-project/data/raw/arxiv_papers_metadata.json
2025-11-03 10:03:32 | PDF 파일 로드 중...
2025-11-03 10:03:32 | ✅ 총 9036개 청크 생성 완료
2025-11-03 10:03:32 | 첫 번째 청크 예시:
2025-11-03 10:03:32 | ------------------------------------------------------------
2025-11-03 10:03:32 | Self-attention in Vision Transformers Performs Perceptual
2025-11-03 10:03:32 | Grouping, Not Attention
2025-11-03 10:03:32 | Paria Mehrani and John K. Tsotsos
2025-11-03 10:03:32 | Department of Electrical Engineering and Computer Science,
2025-11-03 10:03:32 | York University, Toronto, Canada
2025-11-03 10:03:32 | {paria, tsotsos}@eecs.yorku.ca
2025-11-03 10:03:32 | Abstract
2025-11-03 10:03:32 | Recently, a considerable number of studies in comput...
2025-11-03 10:03:32 | 메타데이터: {'producer': 'pdfTeX-1.40.21', 'creator': 'LaTeX with hyperref', 'creationdate': '2023-03-06T01:46:25+00:00', 'author': '', 'keywords': '', 'moddate': '2023-03-06T01:46:25+00:00', 'ptex.fullbanner': 'This is pdfTeX, Version 3.14159265-2.6-1.40.21 (TeX Live 2020) kpathsea version 6.3.2', 'subject': '', 'title': 'Self-attention in Vision Transformers Performs Perceptual Grouping, Not Attention', 'trapped': '/False', 'source': '/home/ieyeppo/AI_Lab/langchain-project/data/raw/pdfs/2303.01542v1.pdf', 'total_pages': 30, 'page': 0, 'page_label': '1', 'authors': 'Paria Mehrani, John K. Tsotsos', 'published_date': '2023-03-02', 'summary': 'Recently, a considerable number of studies in computer vision involves deep\nneural architectures called vision transformers. Visual processing in these\nmodels incorporates computational models that are claimed to implement\nattention mechanisms. Despite an increasing body of work that attempts to\nunderstand the role of attention mechanisms in vision transformers, their\neffect is largely unknown. Here, we asked if the attention mechanisms in vision\ntransformers exhibit similar effects as those known in human visual attention.\nTo answer this question, we revisited the attention formulation in these models\nand found that despite the name, computationally, these models perform a\nspecial class of relaxation labeling with similarity grouping effects.\nAdditionally, whereas modern experimental findings reveal that human visual\nattention involves both feed-forward and feedback mechanisms, the purely\nfeed-forward architecture of vision transformers suggests that attention in\nthese models will not have the same effects as those known in humans. To\nquantify these observations, we evaluated grouping performance in a family of\nvision transformers. Our results suggest that self-attention modules group\nfigures in the stimuli based on similarity in visual features such as color.\nAlso, in a singleton detection experiment as an instance of saliency detection,\nwe studied if these models exhibit similar effects as those of feed-forward\nvisual salience mechanisms utilized in human visual attention. We found that\ngenerally, the transformer-based attention modules assign more salience either\nto distractors or the ground. Together, our study suggests that the attention\nmechanisms in vision transformers perform similarity grouping and not\nattention.', 'pdf_url': 'http://arxiv.org/pdf/2303.01542v1', 'entry_id': 'http://arxiv.org/abs/2303.01542v1', 'categories': [], 'primary_category': None, 'chunk_id': 0}
2025-11-03 10:03:32 | [STDERR] Ignoring wrong pointing object 12 0 (offset 0)
2025-11-03 10:03:32 | [STDERR] Ignoring wrong pointing object 14 0 (offset 0)
2025-11-03 10:03:32 | [STDERR] Ignoring wrong pointing object 58 0 (offset 0)
2025-11-03 10:03:32 | [STDERR] Ignoring wrong pointing object 6 0 (offset 0)
2025-11-03 10:03:32 | [STDERR] Ignoring wrong pointing object 8 0 (offset 0)
2025-11-03 10:03:32 | [STDERR] Ignoring wrong pointing object 10 0 (offset 0)
2025-11-03 10:03:32 | [STDERR] Ignoring wrong pointing object 12 0 (offset 0)
2025-11-03 10:03:32 | [STDERR] Ignoring wrong pointing object 14 0 (offset 0)
2025-11-03 10:03:32 | [STDERR] Ignoring wrong pointing object 26 0 (offset 0)
2025-11-03 10:03:32 | [STDERR] Ignoring wrong pointing object 28 0 (offset 0)
2025-11-03 10:03:32 | [STDERR] Ignoring wrong pointing object 30 0 (offset 0)
2025-11-03 10:03:32 | [STDERR] Ignoring wrong pointing object 32 0 (offset 0)
2025-11-03 10:03:32 | [STDERR] Ignoring wrong pointing object 34 0 (offset 0)
2025-11-03 10:03:32 | [STDERR] Ignoring wrong pointing object 36 0 (offset 0)
2025-11-03 10:03:32 | [STDERR] Ignoring wrong pointing object 38 0 (offset 0)
2025-11-03 10:03:32 | [STDERR] Ignoring wrong pointing object 43 0 (offset 0)
2025-11-03 10:03:32 | [STDERR] Ignoring wrong pointing object 45 0 (offset 0)
2025-11-03 10:03:32 | [STDERR] Ignoring wrong pointing object 47 0 (offset 0)
2025-11-03 10:03:32 | [STDERR] Ignoring wrong pointing object 49 0 (offset 0)
2025-11-03 10:03:32 | [STDERR] Ignoring wrong pointing object 51 0 (offset 0)
2025-11-03 10:03:32 | [STDERR] Ignoring wrong pointing object 72 0 (offset 0)
2025-11-03 10:03:32 | [STDERR] Ignoring wrong pointing object 74 0 (offset 0)
2025-11-03 10:03:32 | [STDERR] Ignoring wrong pointing object 95 0 (offset 0)
2025-11-03 10:03:32 | [STDERR] Ignoring wrong pointing object 100 0 (offset 0)
2025-11-03 10:03:32 | ✅ Phase 3: PDF 문서 로드 및 청크 분할 완료
2025-11-03 10:03:32 | ============================================================
2025-11-03 10:03:32 | Phase 4: 임베딩 생성 및 Vector DB 저장
2025-11-03 10:03:32 | ============================================================
2025-11-03 10:07:19 | ============================================================
2025-11-03 10:07:19 | 임베딩 생성 및 Vector DB 저장
2025-11-03 10:07:19 | ============================================================
2025-11-03 10:07:19 | PDF 디렉토리: /home/ieyeppo/AI_Lab/langchain-project/data/raw/pdfs
2025-11-03 10:07:19 | 메타데이터: /home/ieyeppo/AI_Lab/langchain-project/data/raw/arxiv_papers_metadata.json
2025-11-03 10:07:19 | 매핑 파일: /home/ieyeppo/AI_Lab/langchain-project/data/processed/paper_id_mapping.json
2025-11-03 10:07:19 | 1단계: PDF 문서 로드 및 청크 분할 중...
2025-11-03 10:07:19 | ✅ 9036개 청크 생성 완료
2025-11-03 10:07:19 | 2단계: paper_id 매핑 파일 로드 중...
2025-11-03 10:07:19 | ✅ 105개 매핑 로드 완료
2025-11-03 10:07:19 | 3단계: paper_id 메타데이터 추가 중...
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
2025-11-03 10:07:19 | ⚠️  paper_id를 찾을 수 없음: None
