2025-11-03 12:31:12 | 세션 시작: session_034
2025-11-03 12:31:12 | 폴더 경로: experiments/20251103/20251103_123112_session_034
2025-11-03 12:31:12 | ============================================================
2025-11-03 12:31:12 | 전체 데이터 파이프라인 실행
2025-11-03 12:31:12 | ============================================================
2025-11-03 12:31:12 | ============================================================
2025-11-03 12:31:12 | Phase 1: arXiv 논문 수집
2025-11-03 12:31:12 | ============================================================
2025-11-03 12:33:50 | ======================================================================
2025-11-03 12:33:50 | arXiv 논문 수집 시작
2025-11-03 12:33:50 | ======================================================================
2025-11-03 12:33:50 | 2025-11-03 12:32:03 | 다운로드 완료: Single layer tiny Co$^4$ outpaces GPT-2 and GPT-BERT (2510.08404v1)
2025-11-03 12:33:50 | 2025-11-03 12:32:04 | 다운로드 완료: Comparing Few-Shot Prompting of GPT-4 LLMs with BERT Classifiers for Open-Response Assessment in Tutor Equity Training (2501.06658v1)
2025-11-03 12:33:50 | 2025-11-03 12:32:05 | 다운로드 완료: Sim-GPT: Text Similarity via GPT Annotated Data (2312.05603v2)
2025-11-03 12:33:50 | 2025-11-03 12:32:05 | 키워드 수집 시작: large language model
2025-11-03 12:33:50 | 2025-11-03 12:32:05 | 검색 시작: query=large language model, max_results=15
2025-11-03 12:33:50 | 2025-11-03 12:32:08 | 다운로드 완료: Lost in Translation: Large Language Models in Non-English Content Analysis (2306.07377v1)
2025-11-03 12:33:50 | 2025-11-03 12:32:09 | 다운로드 완료: Cedille: A large autoregressive French language model (2202.03371v1)
2025-11-03 12:33:50 | 2025-11-03 12:32:11 | 다운로드 완료: How Good are Commercial Large Language Models on African Languages? (2305.06530v1)
2025-11-03 12:33:50 | 2025-11-03 12:32:12 | 다운로드 완료: Goldfish: Monolingual Language Models for 350 Languages (2408.10441v1)
2025-11-03 12:33:50 | 2025-11-03 12:32:13 | 다운로드 완료: Modelling Language (2404.09579v1)
2025-11-03 12:33:50 | 2025-11-03 12:32:18 | 다운로드 완료: LLaMA-Reg: Using LLaMA 2 for Unsupervised Medical Image Registration (2405.18774v1)
2025-11-03 12:33:50 | 2025-11-03 12:32:20 | 다운로드 완료: Using Sign Language Production as Data Augmentation to enhance Sign Language Translation (2506.09643v1)
2025-11-03 12:33:50 | 2025-11-03 12:32:21 | 다운로드 완료: A Precis of Language Models are not Models of Language (2205.07634v1)
2025-11-03 12:33:50 | 2025-11-03 12:32:22 | 다운로드 완료: A Survey of Large Language Models for European Languages (2408.15040v2)
2025-11-03 12:33:50 | 2025-11-03 12:32:23 | 다운로드 완료: Enhance Reasoning Ability of Visual-Language Models via Large Language Models (2305.13267v1)
2025-11-03 12:33:50 | 2025-11-03 12:32:24 | 다운로드 완료: Beyond the limitations of any imaginable mechanism: large language models and psycholinguistics (2303.00077v1)
2025-11-03 12:33:50 | 2025-11-03 12:32:24 | 다운로드 완료: Should we Stop Training More Monolingual Models, and Simply Use Machine Translation Instead? (2104.10441v1)
2025-11-03 12:33:50 | 2025-11-03 12:32:25 | 다운로드 완료: The Heap: A Contamination-Free Multilingual Code Dataset for Evaluating Large Language Models (2501.09653v1)
2025-11-03 12:33:50 | 2025-11-03 12:32:28 | 다운로드 완료: Formal Aspects of Language Modeling (2311.04329v2)
2025-11-03 12:33:50 | 2025-11-03 12:32:29 | 다운로드 완료: Images in Language Space: Exploring the Suitability of Large Language Models for Vision & Language Tasks (2305.13782v1)
2025-11-03 12:33:50 | 2025-11-03 12:32:29 | 키워드 수집 시작: retrieval augmented generation
2025-11-03 12:33:50 | 2025-11-03 12:32:29 | 검색 시작: query=retrieval augmented generation, max_results=15
2025-11-03 12:33:50 | 2025-11-03 12:32:32 | 다운로드 완료: Evaluating the Effectiveness and Scalability of LLM-Based Data Augmentation for Retrieval (2509.16442v1)
2025-11-03 12:33:50 | 2025-11-03 12:32:33 | 다운로드 완료: R^2AG: Incorporating Retrieval Information into Retrieval Augmented Generation (2406.13249v2)
2025-11-03 12:33:50 | 2025-11-03 12:32:34 | 다운로드 완료: A Survey on Retrieval-Augmented Text Generation (2202.01110v2)
2025-11-03 12:33:50 | 2025-11-03 12:32:35 | 다운로드 완료: Meta-prompting Optimized Retrieval-augmented Generation (2407.03955v1)
2025-11-03 12:33:50 | 2025-11-03 12:32:36 | 다운로드 완료: End-to-End Trainable Retrieval-Augmented Generation for Relation Extraction (2406.03790v2)
2025-11-03 12:33:50 | 2025-11-03 12:32:37 | 다운로드 완료: DuetRAG: Collaborative Retrieval-Augmented Generation (2405.13002v1)
2025-11-03 12:33:50 | 2025-11-03 12:32:39 | 다운로드 완료: Retrieval-Augmented Generation: A Comprehensive Survey of Architectures, Enhancements, and Robustness Frontiers (2506.00054v1)
2025-11-03 12:33:50 | 2025-11-03 12:32:41 | 다운로드 완료: Controlled Retrieval-augmented Context Evaluation for Long-form RAG (2506.20051v1)
2025-11-03 12:33:50 | 2025-11-03 12:32:42 | 다운로드 완료: Context Tuning for Retrieval Augmented Generation (2312.05708v1)
2025-11-03 12:33:50 | 2025-11-03 12:32:44 | 다운로드 완료: From Retrieval to Generation: Comparing Different Approaches (2502.20245v1)
2025-11-03 12:33:50 | 2025-11-03 12:32:45 | 다운로드 완료: Augmentation-Adapted Retriever Improves Generalization of Language Models as Generic Plug-In (2305.17331v1)
2025-11-03 12:33:50 | 2025-11-03 12:32:46 | 다운로드 완료: Optimizing Retrieval Augmented Generation for Object Constraint Language (2505.13129v1)
2025-11-03 12:33:50 | 2025-11-03 12:32:47 | 다운로드 완료: Enhancing Retrieval-Augmented LMs with a Two-stage Consistency Learning Compressor (2406.02266v1)
2025-11-03 12:33:50 | 2025-11-03 12:32:48 | 다운로드 완료: Alleviating Hallucination in Large Vision-Language Models with Active Retrieval Augmentation (2408.00555v1)
2025-11-03 12:33:50 | 2025-11-03 12:32:50 | 다운로드 완료: The 3rd Place Solution of CCIR CUP 2025: A Framework for Retrieval-Augmented Generation in Multi-Turn Legal Conversation (2510.15722v1)
2025-11-03 12:33:50 | 2025-11-03 12:32:50 | 키워드 수집 시작: neural machine translation
2025-11-03 12:33:50 | 2025-11-03 12:32:50 | 검색 시작: query=neural machine translation, max_results=15
2025-11-03 12:33:50 | 2025-11-03 12:32:52 | 다운로드 완료: Can neural machine translation do simultaneous translation? (1606.02012v1)
2025-11-03 12:33:50 | 2025-11-03 12:32:53 | 다운로드 완료: Six Challenges for Neural Machine Translation (1706.03872v1)
2025-11-03 12:33:50 | 2025-11-03 12:32:54 | 다운로드 완료: Pre-Translation for Neural Machine Translation (1610.05243v1)
2025-11-03 12:33:50 | 2025-11-03 12:32:55 | 다운로드 완료: Neural-based machine translation for medical text domain. Based on European Medicines Agency leaflet texts (1509.08644v1)
2025-11-03 12:33:50 | 2025-11-03 12:32:55 | 다운로드 완료: Learning to Parse and Translate Improves Neural Machine Translation (1702.03525v2)
2025-11-03 12:33:50 | 2025-11-03 12:32:57 | 다운로드 완료: Extended Parallel Corpus for Amharic-English Machine Translation (2104.03543v3)
2025-11-03 12:33:50 | 2025-11-03 12:32:58 | 다운로드 완료: Overcoming the Curse of Sentence Length for Neural Machine Translation using Automatic Segmentation (1409.1257v2)
2025-11-03 12:33:50 | 2025-11-03 12:32:59 | 다운로드 완료: Neural Machine Translation (1709.07809v1)
2025-11-03 12:33:50 | 2025-11-03 12:33:01 | 다운로드 완료: Neural Machine Translation model for University Email Application (2007.16011v1)
2025-11-03 12:33:50 | 2025-11-03 12:33:02 | 다운로드 완료: Lexically Cohesive Neural Machine Translation with Copy Mechanism (2010.05193v1)
2025-11-03 12:33:50 | 2025-11-03 12:33:02 | 다운로드 완료: Zero-Resource Translation with Multi-Lingual Neural Machine Translation (1606.04164v1)
2025-11-03 12:33:50 | 2025-11-03 12:33:04 | 다운로드 완료: Comparing Formulaic Language in Human and Machine Translation: Insight from a Parliamentary Corpus (2206.10919v1)
2025-11-03 12:33:50 | 2025-11-03 12:33:06 | 다운로드 완료: Neural Machine Translation: A Review and Survey (1912.02047v2)
2025-11-03 12:33:50 | 2025-11-03 12:33:06 | 다운로드 완료: Using CollGram to Compare Formulaic Language in Human and Neural Machine Translation (2107.03625v2)
2025-11-03 12:33:50 | 2025-11-03 12:33:08 | 다운로드 완료: Testing Machine Translation via Referential Transparency (2004.10361v2)
2025-11-03 12:33:50 | 2025-11-03 12:33:08 | 키워드 수집 시작: question answering
2025-11-03 12:33:50 | 2025-11-03 12:33:08 | 검색 시작: query=question answering, max_results=15
2025-11-03 12:33:50 | 2025-11-03 12:33:10 | 다운로드 완료: Reverse Question Answering: Can an LLM Write a Question so Hard (or Bad) that it Can't Answer? (2410.15512v2)
2025-11-03 12:33:50 | 2025-11-03 12:33:11 | 다운로드 완료: Learning to answer questions (1309.1125v1)
2025-11-03 12:33:50 | 2025-11-03 12:33:12 | 다운로드 완료: Enhancing Answer Selection in Community Question Answering with Pre-trained and Large Language Models (2311.17502v1)
2025-11-03 12:33:50 | 2025-11-03 12:33:13 | 다운로드 완료: QAMPARI: An Open-domain Question Answering Benchmark for Questions with Many Answers from Multiple Paragraphs (2205.12665v4)
2025-11-03 12:33:50 | 2025-11-03 12:33:14 | 다운로드 완료: Generating Answer Candidates for Quizzes and Answer-Aware Question Generators (2108.12898v1)
2025-11-03 12:33:50 | 2025-11-03 12:33:15 | 다운로드 완료: The combination of context information to enhance simple question answering (1810.04000v1)
2025-11-03 12:33:50 | 2025-11-03 12:33:16 | 다운로드 완료: Do Multi-Hop Question Answering Systems Know How to Answer the Single-Hop Sub-Questions? (2002.09919v2)
2025-11-03 12:33:50 | 2025-11-03 12:33:17 | 다운로드 완료: Co-VQA : Answering by Interactive Sub Question Sequence (2204.00879v1)
2025-11-03 12:33:50 | 2025-11-03 12:33:19 | 다운로드 완료: Conversational QA Dataset Generation with Answer Revision (2209.11396v1)
2025-11-03 12:33:50 | 2025-11-03 12:33:19 | 다운로드 완료: Less is More: Rejecting Unreliable Reviews for Product Question Answering (2007.04526v1)
2025-11-03 12:33:50 | 2025-11-03 12:33:20 | 다운로드 완료: Crossing Variational Autoencoders for Answer Retrieval (2005.02557v2)
2025-11-03 12:33:50 | 2025-11-03 12:33:22 | 다운로드 완료: Answer Ranking for Product-Related Questions via Multiple Semantic Relations Modeling (2006.15599v1)
2025-11-03 12:33:50 | 2025-11-03 12:33:23 | 다운로드 완료: On Two Related Questions of Wilf Concerning Standard Young Tableaux (0805.2590v2)
2025-11-03 12:33:50 | 2025-11-03 12:33:24 | 다운로드 완료: Learning to Order Sub-questions for Complex Question Answering (1911.04065v2)
2025-11-03 12:33:50 | 2025-11-03 12:33:25 | 다운로드 완료: Answering Product-Questions by Utilizing Questions from Other Contextually Similar Products (2105.08956v1)
2025-11-03 12:33:50 | 2025-11-03 12:33:25 | 키워드 수집 시작: AI agent
2025-11-03 12:33:50 | 2025-11-03 12:33:25 | 검색 시작: query=AI agent, max_results=15
2025-11-03 12:33:50 | 2025-11-03 12:33:27 | 다운로드 완료: AI Agents and Agentic AI-Navigating a Plethora of Concepts for Future Manufacturing (2507.01376v1)
2025-11-03 12:33:50 | 2025-11-03 12:33:28 | 다운로드 완료: Responsible AI Agents (2502.18359v1)
2025-11-03 12:33:50 | 2025-11-03 12:33:29 | 다운로드 완료: Agentic AI and Multiagentic: Are We Reinventing the Wheel? (2506.01463v1)
2025-11-03 12:33:50 | 2025-11-03 12:33:34 | 다운로드 완료: Imagining Design Workflows in Agentic AI Futures (2509.20731v1)
2025-11-03 12:33:50 | 2025-11-03 12:33:35 | 다운로드 완료: CACA Agent: Capability Collaboration based AI Agent (2403.15137v1)
2025-11-03 12:33:50 | 2025-11-03 12:33:38 | 다운로드 완료: AI Agents vs. Agentic AI: A Conceptual Taxonomy, Applications and Challenges (2505.10468v5)
2025-11-03 12:33:50 | 2025-11-03 12:33:38 | 다운로드 완료: Off-Switching Not Guaranteed (2502.08864v1)
2025-11-03 12:33:50 | 2025-11-03 12:33:39 | 다운로드 완료: Generative AI as Economic Agents (2406.00477v1)
2025-11-03 12:33:50 | 2025-11-03 12:33:43 | 다운로드 완료: Generative to Agentic AI: Survey, Conceptualization, and Challenges (2504.18875v1)
2025-11-03 12:33:50 | 2025-11-03 12:33:44 | 다운로드 완료: Promoting Cooperation in the Public Goods Game using Artificial Intelligent Agents (2412.05450v1)
2025-11-03 12:33:50 | 2025-11-03 12:33:45 | 다운로드 완료: Levels of AI Agents: from Rules to Large Language Models (2405.06643v2)
2025-11-03 12:33:50 | 2025-11-03 12:33:47 | 다운로드 완료: TRiSM for Agentic AI: A Review of Trust, Risk, and Security Management in LLM-based Agentic Multi-Agent Systems (2506.04133v4)
2025-11-03 12:33:50 | 2025-11-03 12:33:48 | 다운로드 완료: Measuring an artificial intelligence agent's trust in humans using machine incentives (2212.13371v1)
2025-11-03 12:33:50 | 2025-11-03 12:33:49 | 다운로드 완료: Voice-Enabled AI Agents can Perform Common Scams (2410.15650v1)
2025-11-03 12:33:50 | 2025-11-03 12:33:50 | 다운로드 완료: Evidence of behavior consistent with self-interest and altruism in an artificially intelligent agent (2301.02330v1)
2025-11-03 12:33:50 | 2025-11-03 12:33:50 | 총 수집: 105편 → 중복 제거: 105편
2025-11-03 12:33:50 | 2025-11-03 12:33:50 | 총 105편의 논문 수집 완료
2025-11-03 12:33:50 | 2025-11-03 12:33:50 | 메타데이터 저장 완료: /home/yeseul/fastcampus/langchainproject_team5/data/raw/arxiv_papers_metadata.json
2025-11-03 12:33:50 | 2025-11-03 12:33:50 | ==================================================
2025-11-03 12:33:50 | 2025-11-03 12:33:50 | 실험 종료
2025-11-03 12:33:50 | 2025-11-03 12:33:50 | ==================================================
2025-11-03 12:33:50 | 2025-11-03 12:33:50 | 빈 폴더 12개 삭제 완료
2025-11-03 12:33:50 | ======================================================================
2025-11-03 12:33:50 | ✅ arXiv 논문 수집 완료
2025-11-03 12:33:50 | ======================================================================
2025-11-03 12:33:50 | [STDERR] /home/yeseul/fastcampus/langchainproject_team5/scripts/data/collect_arxiv_papers.py:136: DeprecationWarning: The 'Search.results' method is deprecated, use 'Client.results' instead
2025-11-03 12:33:50 | [STDERR]   paper = next(search.results())
2025-11-03 12:33:50 | ✅ Phase 1: arXiv 논문 수집 완료
2025-11-03 12:33:50 | ============================================================
2025-11-03 12:33:50 | Phase 2: PostgreSQL 데이터베이스 초기화
2025-11-03 12:33:50 | ============================================================
2025-11-03 12:33:51 | Schema created and committed.
2025-11-03 12:33:51 | Glossary seed data inserted (3 terms).
2025-11-03 12:33:51 | Inserted 105 papers into database.
2025-11-03 12:33:51 | Data insertion completed.
2025-11-03 12:33:51 | Saved arxiv_id→paper_id mapping: /home/yeseul/fastcampus/langchainproject_team5/data/processed/paper_id_mapping.json (105개)
2025-11-03 12:33:51 | Database setup completed (tables, indexes, glossary seed, id mapping).
2025-11-03 12:33:51 | ✅ Phase 2: PostgreSQL 데이터베이스 초기화 완료
2025-11-03 12:33:51 | ============================================================
2025-11-03 12:33:51 | Phase 3: PDF 문서 로드 및 청크 분할
2025-11-03 12:33:51 | ============================================================
2025-11-03 12:36:00 | ============================================================
2025-11-03 12:36:00 | PDF 문서 로드 및 청크 분할
2025-11-03 12:36:00 | ============================================================
2025-11-03 12:36:00 | PDF 디렉토리: /home/yeseul/fastcampus/langchainproject_team5/data/raw/pdfs
2025-11-03 12:36:00 | 메타데이터: /home/yeseul/fastcampus/langchainproject_team5/data/raw/arxiv_papers_metadata.json
2025-11-03 12:36:00 | PDF 파일 로드 중...
2025-11-03 12:36:00 | ✅ 총 8901개 청크 생성 완료
2025-11-03 12:36:00 | 첫 번째 청크 예시:
2025-11-03 12:36:00 | ------------------------------------------------------------
2025-11-03 12:36:00 | Context Tuning for Retrieval Augmented Generation
2025-11-03 12:36:00 | Raviteja Anantha, Tharun Bethi, Danil Vodianik, Srinivas Chappidi
2025-11-03 12:36:00 | Apple
2025-11-03 12:36:00 | Abstract
2025-11-03 12:36:00 | Large language models (LLMs) have the re-
2025-11-03 12:36:00 | markable ability to solve new tasks with just a
2025-11-03 12:36:00 | few examples, but they need access to the right
2025-11-03 12:36:00 | tools. Retrieval Augmented Gene...
2025-11-03 12:36:00 | 메타데이터: {'producer': 'pdfTeX-1.40.25', 'creator': 'LaTeX with hyperref', 'creationdate': '2023-12-12T02:18:48+00:00', 'author': '', 'keywords': '', 'moddate': '2023-12-12T02:18:48+00:00', 'ptex.fullbanner': 'This is pdfTeX, Version 3.141592653-2.6-1.40.25 (TeX Live 2023) kpathsea version 6.3.5', 'subject': '', 'title': 'Context Tuning for Retrieval Augmented Generation', 'trapped': '/False', 'source': '/home/yeseul/fastcampus/langchainproject_team5/data/raw/pdfs/2312.05708v1.pdf', 'total_pages': 9, 'page': 0, 'page_label': '1', 'authors': 'Raviteja Anantha, Tharun Bethi, Danil Vodianik, Srinivas Chappidi', 'published_date': '2023-12-09', 'summary': "Large language models (LLMs) have the remarkable ability to solve new tasks\nwith just a few examples, but they need access to the right tools. Retrieval\nAugmented Generation (RAG) addresses this problem by retrieving a list of\nrelevant tools for a given task. However, RAG's tool retrieval step requires\nall the required information to be explicitly present in the query. This is a\nlimitation, as semantic search, the widely adopted tool retrieval method, can\nfail when the query is incomplete or lacks context. To address this limitation,\nwe propose Context Tuning for RAG, which employs a smart context retrieval\nsystem to fetch relevant information that improves both tool retrieval and plan\ngeneration. Our lightweight context retrieval model uses numerical,\ncategorical, and habitual usage signals to retrieve and rank context items. Our\nempirical results demonstrate that context tuning significantly enhances\nsemantic search, achieving a 3.5-fold and 1.5-fold improvement in Recall@K for\ncontext retrieval and tool retrieval tasks respectively, and resulting in an\n11.6% increase in LLM-based planner accuracy. Additionally, we show that our\nproposed lightweight model using Reciprocal Rank Fusion (RRF) with LambdaMART\noutperforms GPT-4 based retrieval. Moreover, we observe context augmentation at\nplan generation, even after tool retrieval, reduces hallucination.", 'pdf_url': 'http://arxiv.org/pdf/2312.05708v1', 'entry_id': 'http://arxiv.org/abs/2312.05708v1', 'categories': [], 'primary_category': None, 'chunk_id': 0}
2025-11-03 12:36:00 | [STDERR] Ignoring wrong pointing object 12 0 (offset 0)
2025-11-03 12:36:00 | [STDERR] Ignoring wrong pointing object 14 0 (offset 0)
2025-11-03 12:36:00 | [STDERR] Ignoring wrong pointing object 58 0 (offset 0)
2025-11-03 12:36:00 | [STDERR] Ignoring wrong pointing object 6 0 (offset 0)
2025-11-03 12:36:00 | [STDERR] Ignoring wrong pointing object 8 0 (offset 0)
2025-11-03 12:36:00 | [STDERR] Ignoring wrong pointing object 10 0 (offset 0)
2025-11-03 12:36:00 | [STDERR] Ignoring wrong pointing object 12 0 (offset 0)
2025-11-03 12:36:00 | [STDERR] Ignoring wrong pointing object 14 0 (offset 0)
2025-11-03 12:36:00 | [STDERR] Ignoring wrong pointing object 26 0 (offset 0)
2025-11-03 12:36:00 | [STDERR] Ignoring wrong pointing object 28 0 (offset 0)
2025-11-03 12:36:00 | [STDERR] Ignoring wrong pointing object 30 0 (offset 0)
2025-11-03 12:36:00 | [STDERR] Ignoring wrong pointing object 32 0 (offset 0)
2025-11-03 12:36:00 | [STDERR] Ignoring wrong pointing object 34 0 (offset 0)
2025-11-03 12:36:00 | [STDERR] Ignoring wrong pointing object 36 0 (offset 0)
2025-11-03 12:36:00 | [STDERR] Ignoring wrong pointing object 38 0 (offset 0)
2025-11-03 12:36:00 | [STDERR] Ignoring wrong pointing object 43 0 (offset 0)
2025-11-03 12:36:00 | [STDERR] Ignoring wrong pointing object 45 0 (offset 0)
2025-11-03 12:36:00 | [STDERR] Ignoring wrong pointing object 47 0 (offset 0)
2025-11-03 12:36:00 | [STDERR] Ignoring wrong pointing object 49 0 (offset 0)
2025-11-03 12:36:00 | [STDERR] Ignoring wrong pointing object 51 0 (offset 0)
2025-11-03 12:36:00 | [STDERR] Ignoring wrong pointing object 72 0 (offset 0)
2025-11-03 12:36:00 | [STDERR] Ignoring wrong pointing object 74 0 (offset 0)
2025-11-03 12:36:00 | [STDERR] Ignoring wrong pointing object 95 0 (offset 0)
2025-11-03 12:36:00 | [STDERR] Ignoring wrong pointing object 100 0 (offset 0)
2025-11-03 12:36:00 | ✅ Phase 3: PDF 문서 로드 및 청크 분할 완료
2025-11-03 12:36:00 | ============================================================
2025-11-03 12:36:00 | Phase 4: 임베딩 생성 및 Vector DB 저장
2025-11-03 12:36:00 | ============================================================
2025-11-03 12:42:00 | ============================================================
2025-11-03 12:42:00 | 임베딩 생성 및 Vector DB 저장
2025-11-03 12:42:00 | ============================================================
2025-11-03 12:42:00 | PDF 디렉토리: /home/yeseul/fastcampus/langchainproject_team5/data/raw/pdfs
2025-11-03 12:42:00 | 메타데이터: /home/yeseul/fastcampus/langchainproject_team5/data/raw/arxiv_papers_metadata.json
2025-11-03 12:42:00 | 매핑 파일: /home/yeseul/fastcampus/langchainproject_team5/data/processed/paper_id_mapping.json
2025-11-03 12:42:00 | 1단계: PDF 문서 로드 및 청크 분할 중...
2025-11-03 12:42:00 | ✅ 8901개 청크 생성 완료
2025-11-03 12:42:00 | 2단계: paper_id 매핑 파일 로드 중...
2025-11-03 12:42:00 | ✅ 105개 매핑 로드 완료
2025-11-03 12:42:00 | 3단계: paper_id 메타데이터 추가 중...
2025-11-03 12:42:00 | ✅ 8901/8901개 문서에 paper_id 추가 완료
2025-11-03 12:42:00 | 4단계: 임베딩 생성 및 Vector DB 저장 중...
2025-11-03 12:42:00 | (시간이 소요될 수 있습니다. 배치 처리 중...)
2025-11-03 12:42:00 | 배치 1/179: 50개 문서 저장 완료 (총: 50)
2025-11-03 12:42:00 | 배치 2/179: 50개 문서 저장 완료 (총: 100)
2025-11-03 12:42:00 | 배치 3/179: 50개 문서 저장 완료 (총: 150)
2025-11-03 12:42:00 | 배치 4/179: 50개 문서 저장 완료 (총: 200)
2025-11-03 12:42:00 | 배치 5/179: 50개 문서 저장 완료 (총: 250)
2025-11-03 12:42:00 | 배치 6/179: 50개 문서 저장 완료 (총: 300)
2025-11-03 12:42:00 | 배치 7/179: 50개 문서 저장 완료 (총: 350)
2025-11-03 12:42:00 | 배치 8/179: 50개 문서 저장 완료 (총: 400)
2025-11-03 12:42:00 | 배치 9/179: 50개 문서 저장 완료 (총: 450)
2025-11-03 12:42:00 | 배치 10/179: 50개 문서 저장 완료 (총: 500)
2025-11-03 12:42:00 | 배치 11/179: 50개 문서 저장 완료 (총: 550)
2025-11-03 12:42:00 | 배치 12/179: 50개 문서 저장 완료 (총: 600)
2025-11-03 12:42:00 | 배치 13/179: 50개 문서 저장 완료 (총: 650)
